State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-06-30
Average Price,Average Price,44.96,,31.19,36.38,88.08,165.78,127.61,118.77,94.36,44.41,58.35,186.68,139.43,124.85,120.84,122.46,100.01,52.85,272.59,23.14,33.71,40.59,50.82,,,,,,,,,,,,,,,,,,,2024-06-30
Maximum Price,Maximum Price,73,,52,65,140,197,175,166,158,60,80,253,235,220,171,210,168,175,559,31,63,70,99,,,,,,,,,,,,,,,,,,,2024-06-30
Minimum Price,Minimum Price,25,,22,27,60,95,85,87,74,38,40,118,110,94,99,104,79,35,160,9,12,20,18,,,,,,,,,,,,,,,,,,,2024-06-30
Modal Price,Modal Price,40,,26.5,35,90,170,130,120,90,45,60,170,140,125,122,125,95,50,220,28,30,40,50,,,,,,,,,,,,,,,,,,,2024-06-30
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
Chandigarh,Chandigarh,40,,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,30,40,43,,,,,,,,,,,,,,,,,,,2024-06-30
Delhi,Delhi,40,,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40,,,,,,,,,,,,,,,,,,,2024-06-30
Haryana,Hisar,33,,27,28,77,162,111,111,77,45,57,186,129,109,117,124,93,49,242,25,22,28,26,,,,,,,,,,,,,,,,,,,2024-06-30
Haryana,Karnal,47,,30,32,87,175,121,112,82,50,69,190,121,111,105,115,95,50,255,27,30,45,43,,,,,,,,,,,,,,,,,,,2024-06-30
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,25,20,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Shimla,45,,NR,37,90,180,149,127,95,50,60,210,165,140,129,NR,NR,55,225,28,35,50,28,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Mandi,43,,NR,34,96,186,144,125,90,46,47,227,167,132,126,145,115,48,270,28,30,45,28,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Dharamshala,30,,NR,29,88,167,133,125,84,45,40,NR,165,137,138,NR,NR,49,220,28,25,30,30,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Solan,40,,NR,32,92,169,138,114,86,46,50,214,165,132,119,137,NR,51,220,28,33,47,33,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Una,43,,NR,31,95,183,144,117,91,43,64,NR,141,129,129,NR,NR,49,228,27,31,48,35,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Bilaspur-hp,44,,NR,31,92,172,142,119,89,46,60,NR,167,133,139,NR,NR,49,323,27,40,50,40,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Chamba,36,,NR,35,90,165,130,123,88,50,55,NR,165,144,133,NR,NR,47,228,28,30,45,39,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Hamirpur-HP,41,,NR,30,92,186,131,117,87,47,65,NR,166,136,NR,NR,NR,52,259,28,32,42,25,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Kullu,39,,NR,33,99,170,134,118,87,47,40,NR,165,137,116,137,NR,49,240,28,35,50,40,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Sirmour,45,,22,36,80,137,125,105,100,45,50,214,168,134,150,143,116,41,327,27,27,37,42,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Kinnaur,42,,NR,36,83,165,147,124,83,49,45,NR,144,143,123,NR,NR,48,229,27,38,49,50,,,,,,,,,,,,,,,,,,,2024-06-30
Himachal Pradesh,Lahaul & Spiti,45,,NR,32,90,160,117,90,100,48,50,NR,190,166,NR,NR,NR,50,480,28,40,57,47,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Srinagar,43,,39,45,102,157,143,140,100,50,45,NR,150,130,130,167,NR,58,303,28,40,45,37,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Jammu,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Poonch,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Kupwara,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Shopian,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Samba,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Ramban,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
Jammu and Kashmir,Rajouri,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-06-30
